0.001	9889.889972	195	10226.63564	170	11644	124	10989.12337	5345	10767.23456	2500
0.002	9892.355946	226	10288.3397	210	11905	130	10989.13425	14622	11551.73761	2500
0.003	9893.45333	228	10306.96759	214	11989	155	10989.18889	14994	12336.45922	2500
0.004	9919.31356	229	10434.29547	218	12015	156	10989.26535	15696	12918.72738	2500
0.005	9944.333158	231	10445.15933	219	12039	158	10989.2858	17487	13483.84242	2500
0.006	9957.026046	254	10451.71475	221	12191	159	10989.29276	18275	13489.42327	2500
0.007	9958.074212	257	10478.42237	226	12226	159	10989.31422	19541	13491.13592	2500
0.008	9960.396006	257	10501.1632	227	12312	160	10989.32164	20634	13520.52805	2500
0.009	9982.471772	263	10583.66401	228	12332	160	10989.33665	21981	13530.95501	2500
0.01	9982.658066	284	10683.14977	231	12404	165	10989.36397	24888	13532.41766	2500
0.011	9987.600704	284	10690.89575	231	12459	166	10989.40394	25559	13533.27091	2500
0.012	9991.965456	287	10708.5732	232	12592	187	10989.44144	26220	13546.62046	2500
0.013	9999.35074	291	10721.79458	235	12600	190	10989.46643	26583	13553.06057	2500
0.014	9999.578156	295	10735.63442	235	12873	190	10989.46652	26924	13554.56966	2500
0.015	10005.01441	297	10737.7847	236	12910	191	10989.49199	27100	13568.9872	2500
0.016	10006.76028	302	10741.49068	236	12932	191	10989.50419	27167	13572.91671	2500
0.017	10007.50849	316	10750.59495	236	12968	191	10989.51955	27368	13604.07781	2500
0.018	10008.68021	317	10752.298	237	12979	192	10989.55145	27823	13612.55151	2500
0.019	10010.01566	318	10804.12913	237	12993	215	10989.5785	27824	13622.35268	2500
0.02	10015.05372	320	10807.50963	238	13066	218	10989.58779	27888	13622.86408	2500
0.021	10015.49346	321	10816.55623	239	13109	219	10989.61838	28049	13623.80167	2500
0.022	10015.83594	323	10836.21439	239	13113	220	10989.6376	28052	13627.84988	2500
0.023	10016.24566	325	10868.18687	240	13140	220	10989.64013	28247	13628.98568	2500
0.024	10017.60147	326	10899.36985	246	13144	221	10989.64431	28421	13634.34121	2500
0.025	10053.0421	327	10912.68473	248	13160	222	10989.65886	28526	13642.67527	2500
0.026	10075.51923	328	10921.70571	250	13173	222	10989.66766	28592	13646.15768	2500
0.027	10079.21281	329	10950.58183	250	13191	223	10989.6921	28646	13651.13238	2500
0.028	10114.59222	344	10953.25564	255	13195	225	10989.83768	28734	13653.13779	2500
0.029	10147.44191	350	10967.52255	255	13226	225	10989.92084	28751	13662.88984	2500
0.03	10191.06107	350	10977.41763	256	13232	228	10989.95533	28809	13666.74906	2500
0.031	10200.73457	350	11074.83859	258	13234	229	10990.30301	28815	13670.29733	2500
0.032	10266.02404	351	11189.70383	258	13254	237	10990.4528	28866	13670.93931	2500
0.033	10297.12339	351	11192.28118	258	13276	244	10990.45771	28896	13676.90866	2500
0.034	10332.63311	353	11225.32125	259	13277	244	10990.986	29000	13678.82594	2500
0.035	10340.13556	353	11237.50735	259	13278	246	10991.81661	29032	13680.97682	2500
0.036	10346.21606	354	11247.21307	259	13284	247	10993.13352	29080	13682.1163	2500
0.037	10370.04501	354	11264.32491	260	13305	247	10993.56254	29167	13701.47499	2500
0.038	10458.7013	355	11314.19976	260	13307	247	10993.57891	29209	13703.98947	2500
0.039	10562.55121	356	11333.6566	260	13307	247	10993.82366	29247	13707.60939	2500
0.04	10633.96234	360	11333.92985	263	13310	249	10993.84343	29344	13723.91106	2500
0.041	10651.11341	361	11350.47716	263	13325	249	10994.03453	29403	13724.29898	2500
0.042	10656.13927	365	11366.25223	263	13331	249	10994.13936	29446	13725.14643	2500
0.043	10722.82069	369	11375.18223	265	13333	249	10994.22227	29532	13733.98171	2500
0.044	10809.593	378	11452.56819	265	13338	250	10994.28138	29558	13737.12932	2500
0.045	10931.22204	381	11514.37762	269	13348	250	10994.28419	29597	13737.49681	2500
0.046	10985.60987	382	11515.23467	270	13368	250	10994.43601	29647	13744.98123	2500
0.047	11118.07448	385	11584.85772	271	13368	251	10994.46524	29682	13749.34565	2500
0.048	11139.7375	386	11627.46834	271	13377	251	10994.49944	29689	13751.25325	2500
0.049	11158.49431	386	11652.4167	273	13381	252	10994.51206	29743	13751.54158	2500
0.05	11159.38552	386	11668.75738	273	13390	252	10994.54498	29757	13754.1707	2500
0.051	11162.75529	387	11671.77666	276	13396	252	10994.54918	29776	13755.3205	2500
0.052	11163.87651	388	11675.81602	277	13402	254	10994.57902	29883	13756.52356	2500
0.053	11164.61223	390	11685.32562	278	13404	256	10994.58669	29927	13761.76496	2500
0.054	11166.02716	394	11717.10783	279	13411	256	10994.63362	29948	13770.32841	2500
0.055	11166.40834	394	11717.36824	280	13420	257	10994.65727	30020	13775.32818	2500
0.056	11167.21876	394	11717.7404	283	13432	258	10994.65766	30023	13780.49504	2500
0.057	11167.75863	395	11737.14782	284	13433	259	10994.66719	30036	13785.86643	2500
0.058	11168.18979	400	11737.28455	285	13438	273	10994.79351	30103	13787.47549	2500
0.059	11168.41418	410	11753.83117	290	13440	275	10994.83035	30115	13789.02298	2500
0.06	11168.93943	411	11780.28468	291	13451	277	10994.83257	30118	13798.96001	2500
0.061	11170.07779	413	11784.61633	292	13468	279	10994.83414	30174	13800.20572	2500
0.062	11171.05211	415	11793.43247	295	13468	279	10994.84771	30310	13802.11635	2500
0.063	11171.24822	418	11794.86091	301	13490	280	10994.8537	30319	13803.39537	2500
0.064	11171.4003	418	11795.82673	301	13491	281	10994.86588	30398	13809.20186	2500
0.065	11173.0956	421	11822.70394	301	13491	281	10994.86681	30473	13814.10406	2500
0.066	11175.01872	423	11864.8121	302	13493	282	10994.87261	30510	13816.57733	2500
0.067	11176.81838	424	11909.4156	304	13498	283	10994.9503	30514	13817.48382	2500
0.068	11178.98311	432	11910.72847	305	13502	284	10994.98085	30515	13817.63256	2500
0.069	11180.76909	433	11932.0562	306	13504	284	10994.99724	30719	13817.84367	2500
0.07	11185.92319	435	11945.85896	307	13516	285	10995.01483	30775	13818.15373	2500
0.071	11186.8108	441	11953.43207	308	13521	287	10995.01928	30819	13824.79355	2500
0.072	11187.01194	443	11955.44129	309	13523	288	10995.05452	30832	13825.45894	2500
0.073	11187.05535	443	11956.20592	310	13530	295	10995.08567	30929	13830.33791	2500
0.074	11187.12567	445	11956.38662	311	13542	298	10995.14668	30966	13833.45667	2500
0.075	11187.36255	446	11956.50258	312	13543	302	10995.15323	30971	13836.52752	2500
0.076	11188.51757	447	11956.63546	313	13545	305	10995.25847	31041	13844.38709	2500
0.077	11188.59071	448	11956.64918	314	13546	306	10995.30761	31048	13847.05971	2500
0.078	11188.77545	449	11958.53727	315	13553	306	10995.32745	31051	13852.00784	2500
0.079	11188.94349	451	11958.9825	315	13558	307	10995.35081	31090	13856.26545	2500
0.08	11189.13428	452	11958.98791	317	13562	308	10995.46467	31127	13861.91641	2500
0.081	11190.13818	453	11958.98991	319	13570	309	10995.5146	31169	13863.64852	2500
0.082	11190.75511	453	11959.01696	319	13571	310	10995.51607	31188	13864.39981	2500
0.083	11190.84364	462	11959.01776	319	13573	310	10995.52171	31246	13865.80876	2500
0.084	11192.39308	462	11959.14135	323	13576	310	10995.53903	31272	13873.39625	2500
0.085	11192.71998	467	11967.08462	324	13580	310	10995.5722	31278	13874.04626	2500
0.086	11193.00222	470	11972.75486	330	13582	311	10995.64584	31356	13879.05462	2500
0.087	11193.54373	473	11973.59686	332	13583	312	10995.67049	31379	13880.21757	2500
0.088	11193.772	473	11975.81237	332	13592	312	10995.68251	31406	13881.82744	2500
